,limericks,rhyme_score,nonrhyme_score,context_score
429,"i had hoped to a nearsighted librarian 
 but my search left the road to a trogl 
 it said i am blind 
 to the arbor no kind 
 ill need vision  theres nothing thats scarier

",1,6,0.947429791
430,"youre a lily plant love the lily will 
 and will come to its sweet willies to life 
 the acorants a lily 
 though not often a silly 
 fusserthats acerose does not rhyme well

",2,6,0.946763128
431,"i could tell from the way that he twitched 
 he was weak and was very well hitchpitched 
 im not one to feel poor 
 so i gave him a vote 
 that was cast for the man  well im hitchpitched

",3,6,0.94558147
432,"im afraid youll be sorry to find 
 that i think that im being maligned 
 since the way i act 
 makes it quite apparent 
 they think im a dimwit that grined

",3,6,0.944492258
433,"its a town that is named after dad 
 theres a farm near the gate where he came 
 he says dad was a jockey 
 but really thats dockey 
 hes buried in sorrow and add

",2,4,0.9438283
434,"in an alto or bass or tenor 
 your voice may be low as a cudgel 
 if you cant say a word 
 then you know that you need 
 an tones aid you will need a bar code

",0,6,0.938336864
435,"the great man of chad in his dreams 
 liked to get up at noon on the bems 
 in a world like a zero 
 he wouldnt be slimy 
 and always showed up at four

",1,6,0.938328207
436,"theres a guy at the rear of the car 
 hes a carvera tough guy far far 
 so hes ready to take 
 him the bull by his steak 
 now his folks are quite stunned by his ar

",4,6,0.937225703
437,"though its true that i couldnt do much 
 weve a couple of dogs and a lot 
 they will snooze when im asleep 
 and my mom says its neat 
 to come home for the dogs after work

",0,6,0.937221147
438,"a chilean indian grows 
 in the spanish and indian rose 
 there the agaves a genus 
 for this plant that succeeds us 
 we might call this indian mets

",2,6,0.937177062
439,"im a duke of this land my great birth 
 in my youth and my time  no need for mirth 
 for my youth i was strong 
 so now ive grown old 
 i regret all the faults ive displayed

",1,6,0.937087119
440,"my sister who isnt a siss 
 said that diphtheritis was never a plus 
 as the doctor is sure 
 it is not much of a cure 
 its the flu from a cold or a mist

",2,6,0.936699651
441,"if youre trying to catch some fish fine 
 use a bait fish a type that is fine 
 theres a wright thats called crayfish 
 or crayfish  the way fish 
 in the sea isnt always divine

",4,6,0.935111508
442,"when the german said you couldnt go cheap 
 and the kuerlhanussian called it aeal 
 you would not know the answer 
 but we know the answer 
 dont use our own word for cheap

",2,6,0.934817307
443,"the cardinals sat down to meet 
 all the churchgoers who wanted to greet 
 god as he ushered 
 the poor not as mince 
 but to him at the table was meat

",3,6,0.932805777
444,"theres this guy who is clearly a flirt 
 with a girth well above allcompact 
 hes quite slim and tall too 
 with his legs round and so 
 it would help if he wore a black vest

",2,6,0.932504013
445,"my uncle once said to me son 
 you are out of your league now i ran 
 youll be called to the ball 
 for the rest of the hall 
 its a right of my uncle on one

",4,6,0.931065582
446,"i was taking a trip to the store 
 when the store clerk asked me where 
 was an ad  then he looked 
 at the cart with the book 
 all its pages were filled with bks

",0,6,0.930223465
447,"i fear that ive caused my own strife 
 my lifes meaninglessness causes me strife 
 for im constantly running 
 my wife has a sprinter 
 to keep me alive i should cuddle

",1,6,0.928059064
448,"i was once an excitable boy 
 got a bozo from brazil that i joy 
 i would play to the moon 
 for a song from there low 
 but then later i found it a toy

",3,6,0.926615387
449,"to avoid getting stuck in the mire 
 when a river is swarming with mire 
 you should first set it free 
 in the buffets where you 
 can avoid being stuck in its lair

",1,6,0.925256878
450,"heres a word ive defined in the past 
 it seemed so oldfashioned in fact 
 but it now seems archaic 
 its obsolete i grant 
 it wouldnt be apt now wereghast

",1,6,0.925210297
451,"i was told when my wife was at school 
 i was taught to not talk to a fool 
 i knew this was bunk 
 i could speak with a slunk 
 so i called up my coach to be cruel

",4,6,0.925052211
452,"acceleration means sudden quickness 
 that leaves me aghast with a hickness 
 im not that fast yet 
 cause ive fallen asleep 
 not to worry cause limericks get quickness

",3,6,0.923284397
453,"the man with the sword said oh lord 
 do you know that my names rhymeword  ive got 
 though im not out of town 
 for the fight has been brief 
 ive a lot to fight for to roast

",0,6,0.92321521
454,"there were twentytwo mens and ten kitties 
 in our dorm when we played on their telly 
 an eightyearold boy 
 took a bet on the roulette 
 but the bet he was after was witties

",1,6,0.922956049
455,"my auntie maria a maid 
 was the worlds number one  a great crowd 
 as a cook she was great 
 with her handily made 
 a fine meal that was served up each day

",0,5,0.921823852
456,"dont know why i can tell at a glance 
 with the face on this subject thats strange 
 he says oops ive a lopsick 
 this guys been a pest hes 
 disguised in a most bizarre case

",0,6,0.921745852
457,"the name albert de niro was worn 
 from the day his first films were released 
 he was all of the rage 
 who would have to be afraid 
 of the films that might end in his gore

",0,6,0.920669682
458,"what was long ago called echosaurface 
 has now come to mean a short place 
 but now if you were me 
 in your mouth id be see 
 and the same as a long time back place

",4,6,0.920325562
459,"since you dont have to go to the gym 
 try to squat in the backporcelim 
 or you wont be so great 
 as youll fall back to eight 
 so just come to the back of the cup

",2,6,0.914714843
460,"i have found to my shock and frustration 
 that a change in a people religion 
 makes a world a more nice 
 but no change should be twice 
 in your head pray for help and salvation

",4,6,0.91441647
461,"the greeks had been down on the town 
 for a thousand and thirty long nights 
 and to do so with beer 
 was a way that they would 
 get to drink in a thousand and crown

",1,6,0.912679739
462,"i will never go back to the shack 
 of a drabbler whos riling my back 
 hes the cause of my pain 
 so his case is quite plain 
 hes a thug with a big bulging pack

",4,6,0.911259621
463,"theres an albatross on the cape of good luck 
 that is used to catch rats from a truck 
 and to do it in flight 
 is a challenge  oh right 
 see this rat in a cask  what a trick

",2,6,0.910392411
464,"its to christ the vicar had said 
 and to me the two prayers that he said 
 i pray now at the cross 
 in the night of the boss 
 and im really glad that hes dead

",4,6,0.910220191
465,"its a word that the brits might employ 
 and a term that can give folks a jitters 
 its a jitters a boll 
 thats one little detail 
 which might seem like a limerick  its quitter

",1,6,0.90937677
466,"a dalmatian named joe 
 is a farmer of hong kong and joe 
 grows the produce that he 
 keeps all day and all morn 
 and he brews lots of sweet chablis

",1,5,0.908826582
467,"said the priest we are here to make clear 
 these twelve beads that i have on my ear 
 are twelve incheseach half 
 and theres one more thing of worth 
 and theyre shaped like the heads of a deer

",3,6,0.908708185
468,"though im sure that hes been in a bad mood 
 he seemed so calm and benign 
 but in fact what was said 
 that i heard wasnt read 
 now hes bellicosely going berserk

",1,6,0.908659235
469,"a word meaning acropped means notching 
 or otherwise being inlovemaking 
 but for lack of a space 
 to define a young face 
 it means someone who does not have very many

",2,6,0.908184633
470,"theres a book in my attic thats filled 
 with the lives of a christian a cil 
 who wrote and died young 
 who now makes my world 
 just a bibliopole in a guilt

",0,5,0.905899674
471,"an aardvark is a very small bird 
 with bill beak thats a tiny one should 
 see how many will cling 
 to its tail like a glue 
 its the same as aardvark  theyve both wrung

",0,5,0.903218023
472,"theres no need to get down on your knees 
 just follow the leader for his bees 
 this great place achalombe 
 in south asia is home 
 but to visit him there you should be

",1,5,0.902749881
473,"it can mean  or be put down in verse 
 it can mean how theres a war or a bust 
 it can also mean tiring 
 i would use it butting 
 ill write all about these words and their worth

",1,6,0.902204879
474,"this is not quite a bad case of rot 
 but the back of your arm is quite rot 
 its the same every year 
 if youre in a fight 
 and the damage the surgeon will get

",1,6,0.901324205
475,"theres no point in playing at poker 
 you can simply use foldyourhand poker 
 if youre good youre no clown 
 its the cards and it down 
 you must play like a fool youll lookarians

",2,6,0.900835425
476,"when the sultan decrees his new land 
 each nation gets free plots of sand 
 so there must be a lot 
 of room for each plot 
 to be ruled by his countrys stand

",4,6,0.900817864
477,"my brother was hit by a truck 
 so i offered him hope  i could duck 
 but then i was appalled 
 and im stuck at the mall 
 with my mama on the opposite stuck

",3,6,0.899688229
478,"anacoluthics the way i speak 
 when i get my lips taut with each cheek 
 i find each words length 
 not so long though in truth 
 i just limerick the beat of my beak

",4,6,0.89897766
479,"my dad was a car buff named drew 
 and the thing that made the guy drool 
 was my old corvette 
 not what youd think 
 now my dads ashe is called daw

",0,6,0.898602255
480,"when im building a home i dont mind 
 the low ceiling the dimple theoint 
 if my wife finds the place 
 we may visit there grace 
 we will hear nothing that riles me to find

",2,6,0.898094259
481,"he was dainty young dear and my spouse 
 but its all over now my dear ned 
 whom youll lovemost darling 
 is what ive become her 
 the best ive yet had in my house

",1,6,0.897669733
482,"im in pain  im afraid that ill burst 
 all my muscles  im blue  not a ghost 
 im in shock and in shock 
 i can no longer croak 
 theres a hole in my brain  i have mlost

",2,6,0.897438079
